MERK,TYPE,ACTIVITY,Fuel Tank Cap. L, Average , Low , Mid , High 
MITSUBISHI,LV-Adelian,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
MITSUBISHI,PB-Bagong,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
MITSUBISHI,PB-Pamandiri,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
MITSUBISHI,LV-Gatra,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
MITSUBISHI,LV-KT,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
MITSUBISHI,LV-Adelian,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
MITSUBISHI,LV-Adelian-Ambulance,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
"PAJERO SPORT,GLX","MITSUBISHI, PAJERO SPORT-GLX, 4x4 (PM04)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
"PAJERO SPORT,GLX","MITSUBISHI, TRITON, 4X4, HDX (SVY03)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"LV, AMBULANCE, MITSUBISHI, TRITON 4X4",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"LV, MITSUBISHI, TRITON-HDX, 4X4 (ERT)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, PAJERO SPORT-GLX, 4x4 (PM03)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (ADM 01)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (AMG 05)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (AMG02)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (AMG06)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (AMG10)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (AMG11)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (AMG13)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (AMG15)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (D&B02)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (ENG04)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (FMS01)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (MNG01)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (MNG02)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (MNG03)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (MNG04)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (MNG05)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (MNG06)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (MNG07)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (MNG08)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (MNG09)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (MNV01)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (SHE02)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (SHE04)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (SVY01)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
SUZUKI,LV-Adelian-Ambulance,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
TOYOTA,Innova G DIESEL,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
TOYOTA,TOYOTA,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
Toyota,Toyota Hilux Diesel  2.4G Double Cabin 4x4,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
TOYOTA,LV-Serasi,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
TOYOTA,LV-Gatra,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
TOYOTA,LV-Gatra,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
TOYOTA,LV-Adelian,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
TOYOTA,LV-Adelian,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
TOYOTA,LV-Serasi,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
MITSUBISHI,PB-Gatra,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
MITSUBISHI,TRITON,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
MITSUBISHI,TRITON,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
MITSUBISHI,TRITON,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
MITSUBISHI,TRITON,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
MITSUBISHI,TRITON,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
INOVA,KIJANG,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
TOYOTA,FORTUNER 2.4 VRZ 4X2 AT (GUN165R-SDTMHD),SUPPORT,LV,  1 ,  1 ,  1 ,  1 
TOYOTA,KIJANG INNOVA2.4V AT,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
Scania, P410B 6X6 DC ,SUPPORT,DT Other,  46 ,  40 ,  46 ,  55 
Scania,P410B 6X6 DC,SUPPORT,DT Other,  30 ,  20 ,  35 ,  42 
SCANIA,P410CB6X6LO,SUPPORT,DT Other,  26 ,  20 ,  27 ,  33 
SCANIA,P410CB6X6LO,SUPPORT,DT Other,  30 ,  20 ,  35 ,  42 
Tadano, ATF50G-3 ,SUPPORT,CraneTruck,  40 ,  32 ,  40 ,  48 
Tadano,ATF50G-3,SUPPORT,Otherunit,  18 ,  10 ,  25 ,  30 
TADANO,ATF110G-5,,Other DT,  30 ,  18 ,  42 ,  50 
CAT  C - 16, WS-6964SX ,HAULING,DT COAL,  35 ,  30 ,  35 ,  40 
CUMMINS, WS-6900XD 6X4  ,HAULING,DT COAL,  35 ,  30 ,  35 ,  40 
CUMMINS, WS-6964SX ,HAULING,DT COAL,  35 ,  30 ,  35 ,  40 
Western Star, WS-6900XD  ,HAULING,DT COAL,  35 ,  30 ,  35 ,  40 
WS-6964SX, WS-6964SX ,SUPPORT,LV,  1 ,  1 ,  1 ,  1 
CAT,WS-6964SX,HAULING,Other DT,  34 ,  35 ,  34 ,  41 
CUMMINS,WS-6900XD 6X4 ,HAULING,DT Other,  34 ,  35 ,  34 ,  41 
CUMMINS,WS-6964SX,HAULING,DT Other,  34 ,  35 ,  34 ,  41 
Western Star,WS-6900XD ,HAULING,#N/A,  38 ,  35 ,  34 ,  41 
KIRLOSKAR,KG15WS,SUPPORT,Towerlamp,  2 ,  1 ,  2 ,  2 
405-S," WELDING, ELECTRIC, MILLER, 405-S ",SUPPORT,Welding,  10 ,  8 ,  10 ,  12 
405-S,"WELDING, ELECTRIC, MILLER, 405-S",SUPPORT,Welding,  10 ,  8 ,  10 ,  12 
PANASONIC,405FL4,SUPPORT,Otherunit,  1 ,  1 ,  1 ,  1 
SCANIA,R620PM,SUPPORT,DT Other,  34 ,  1 ,  1 ,  1 
FB 30- - 12, FORKLIFT KOMATSU FB30-12 ,SUPPORT,Forklift,  125 ,  100 ,  125 ,  150 
Daewoo, D-100 ,SUPPORT,Forklift,  50 ,  40 ,  50 ,  60 
Doosan, D160S-5 ,SUPPORT,Forklift,  50 ,  40 ,  50 ,  60 
Forklift, FD50T-8 ,SUPPORT,Forklift,  6 ,  5 ,  6 ,  7 
Forklift, FD30C ,SUPPORT,Forklift,  4 ,  3 ,  4 ,  4 
Forklift, FD30T ,SUPPORT,Forklift,  4 ,  3 ,  4 ,  4 
MANITOU, Forklift ,SUPPORT,Forklift,  9 ,  7 ,  9 ,  11 
KOMATSU, Forklift ,SUPPORT,Forklift,  9 ,  7 ,  9 ,  11 
DOOSAN,DOOSAN,SUPPORT,Forklift,  1 ,  1 ,  1 ,  1 
FB 30- - 12,FORKLIFT KOMATSU FB30-12,SUPPORT,Forklift,  4 ,  3 ,  4 ,  4 
Forklift,FD50T-8,SUPPORT,Forklift,  6 ,  5 ,  6 ,  7 
Forklift,FD30C,SUPPORT,Forklift,  4 ,  3 ,  4 ,  4 
Forklift,FD30T,SUPPORT,Forklift,  4 ,  3 ,  4 ,  4 
KOMATSU,FD506,SUPPORT,Forklift,  15 ,  9 ,  15 ,  18 
JCB,JCB540-170,,Forklift,  12 ,  6 ,  12 ,  14 
KOMATSU,Forklift,SUPPORT,Forklift,  9 ,  7 ,  9 ,  11 
MANITOU,Forklift,SUPPORT,Forklift,  9 ,  7 ,  9 ,  11 
MANITOU,MT1440SLT,,Forklift,  10 ,  8 ,  10 ,  12 
MILLER, BIG BLUE 500 X ,SUPPORT,Otherunit,  4 ,  3 ,  4 ,  4 
MILLER, D 2011 L 04 I ,SUPPORT,Welding,  10 ,  8 ,  10 ,  12 
MILLER," Welder, CO1 ",SUPPORT,Welding,  10 ,  8 ,  10 ,  12 
MILLER, Welding Travo ,SUPPORT,Welding,  1 ,  1 ,  1 ,  1 
MILLER," Welder, Machine ",SUPPORT,Welding,  10 ,  8 ,  10 ,  12 
MILLER, Hi-Pressure Pump ,SUPPORT,Compressor,  39 ,  31 ,  39 ,  47 
MILLER," Welder, CO2 ",SUPPORT,Welding,  10 ,  8 ,  10 ,  12 
MILLER, Sump Pump ,SUPPORT,Small Pump,  13 ,  8 ,  13 ,  20 
MILLER,BIG BLUE 500 X,SUPPORT,Welding,  4 ,  3 ,  4 ,  4 
MILLER,D 2011 L 04 I,SUPPORT,Welding,  10 ,  8 ,  10 ,  12 
MILLER,"Welder, CO1",SUPPORT,Welding,  10 ,  8 ,  10 ,  12 
MILLER,Welding Travo,SUPPORT,Welding,  1 ,  1 ,  1 ,  1 
MILLER,"Welder, Machine",SUPPORT,Welding,  10 ,  8 ,  10 ,  12 
MILLER,Hi-Pressure Pump,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MILLER,"Welder, CO2",SUPPORT,Welding,  10 ,  8 ,  10 ,  12 
MILLER,Sump Pump,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MILLER,830SERIESOFF,SUPPORT,Welding,  10 ,  4 ,  10 ,  12 
MILLER,BIG BLUE AIR,SUPPORT,Welding,  12 ,  10 ,  12 ,  14 
MILLER,BIGBLUE500X,SUPPORT,Welding,  10 ,  4 ,  10 ,  12 
MILLER,MILLER,SUPPORT,Welding,  10 ,  4 ,  10 ,  12 
SCANIA,P124CB4X4ST,SUPPORT,DT Other,  18 ,  13 ,  21 ,  25 
